"","X","ID","y","Number.of.Cylinders","material.grade","Lubrication","Valve.Type","Bearing.Vendor","Fuel.Type","Compression.ratio","cam.arrangement","Cylinder.arragement","Turbocharger","Varaible.Valve.Timing..VVT.","Cylinder.deactivation","Direct.injection","main.bearing.type","displacement","piston.type","Max..Torque","Peak.Power","Crankshaft.Design","Liner.Design.","TestA","TestB","TestA","TestB"
"2633",2633,2633,"pass",6,"a","L3","C","V1","gasoline","low","SOHC","V","Yes","Yes","Yes","No","Roller","high","linear","high","low","CD2","LD1","pass","fail","pass","fail"
"2634",2634,2634,"fail",8,"c","L4","C","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2635",2635,2635,"fail",4,"c","L4","D","V4","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"2636",2636,2636,"pass",8,"c","L2","B","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2637",2637,2637,"fail",6,"c","L4","A","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2638",2638,2638,"fail",6,"c","L2","C","V6","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2639",2639,2639,"pass",8,"c","L3","D","V3","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2640",2640,2640,"pass",6,"a","L4","D","V3","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"2641",2641,2641,"pass",6,"c","L1","C","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2642",2642,2642,"pass",4,"f","L3","D","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2643",2643,2643,"fail",4,"f","L4","B","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2644",2644,2644,"pass",8,"c","L4","B","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"2645",2645,2645,"fail",8,"c","L4","D","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2646",2646,2646,"pass",6,"c","L4","D","V6","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD2","LD1","fail","pass","fail","pass"
"2647",2647,2647,"pass",6,"c","L3","B","V6","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2648",2648,2648,"pass",8,"c","L3","C","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2649",2649,2649,"fail",8,"e","L3","A","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2650",2650,2650,"pass",6,"c","L3","B","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD1","fail","pass","fail","pass"
"2651",2651,2651,"fail",6,"c","L4","B","V6","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2652",2652,2652,"fail",4,"c","L1","D","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2653",2653,2653,"pass",4,"f","L2","D","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2654",2654,2654,"pass",6,"f","L2","B","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"2655",2655,2655,"pass",6,"f","L1","A","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2656",2656,2656,"pass",6,"f","L4","B","V5","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"2657",2657,2657,"pass",6,"c","L4","A","V1","gasoline","low","SOHC","V","Yes","Yes","Yes","No","Roller","high","linear","high","low","CD2","LD1","fail","pass","fail","pass"
"2658",2658,2658,"fail",8,"a","L4","A","V2","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2659",2659,2659,"pass",4,"c","L1","C","V2","petrol","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2660",2660,2660,"fail",4,"a","L3","D","V3","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2661",2661,2661,"fail",4,"c","L3","C","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2662",2662,2662,"pass",6,"c","L1","B","V4","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2663",2663,2663,"pass",6,"a","L4","A","V2","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"2664",2664,2664,"fail",4,"d","L2","C","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD2","fail","pass","fail","pass"
"2665",2665,2665,"fail",8,"c","L3","C","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","pass","fail","pass","fail"
"2666",2666,2666,"pass",8,"c","L2","C","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2667",2667,2667,"pass",4,"f","L3","D","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2668",2668,2668,"pass",4,"f","L2","A","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"2669",2669,2669,"pass",8,"g","L3","B","V3","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"2670",2670,2670,"pass",8,"c","L2","B","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2671",2671,2671,"fail",4,"d","L4","C","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2672",2672,2672,"fail",8,"g","L3","A","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD2","pass","fail","pass","fail"
"2673",2673,2673,"pass",4,"d","L1","B","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"2674",2674,2674,"fail",6,"a","L4","A","V1","gasoline","high","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD2","LD1","pass","fail","pass","fail"
"2675",2675,2675,"pass",6,"c","L1","A","V2","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"2676",2676,2676,"fail",8,"a","L3","B","V2","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2677",2677,2677,"fail",8,"d","L4","D","V4","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD1","LD1","pass","fail","pass","fail"
"2678",2678,2678,"pass",4,"g","L4","A","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","pass","fail","pass","fail"
"2679",2679,2679,"pass",4,"f","L2","D","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2680",2680,2680,"fail",8,"g","L4","A","V2","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2681",2681,2681,"fail",6,"c","L1","C","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2682",2682,2682,"fail",6,"f","L2","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"2683",2683,2683,"fail",6,"f","L1","B","V6","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2684",2684,2684,"fail",4,"f","L4","D","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2685",2685,2685,"pass",6,"f","L4","B","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2686",2686,2686,"fail",6,"a","L4","D","V5","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"2687",2687,2687,"pass",4,"b","L1","A","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"2688",2688,2688,"pass",8,"c","L3","C","V5","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"2689",2689,2689,"pass",4,"f","L2","A","V4","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2690",2690,2690,"pass",6,"a","L1","D","V6","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"2691",2691,2691,"pass",8,"c","L3","B","V4","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","pass","pass","pass","pass"
"2692",2692,2692,"fail",6,"c","L3","B","V1","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2693",2693,2693,"fail",6,"c","L1","B","V5","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2694",2694,2694,"pass",6,"c","L1","C","V6","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2695",2695,2695,"fail",4,"c","L2","B","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2696",2696,2696,"fail",4,"c","L4","A","V5","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2697",2697,2697,"fail",6,"f","L3","C","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2698",2698,2698,"fail",4,"d","L4","C","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2699",2699,2699,"fail",6,"a","L4","A","V4","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2700",2700,2700,"fail",8,"g","L1","B","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2701",2701,2701,"pass",6,"a","L4","A","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD1","fail","pass","fail","pass"
"2702",2702,2702,"pass",8,"c","L2","C","V3","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD1","pass","fail","pass","fail"
"2703",2703,2703,"fail",8,"c","L2","B","V6","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2704",2704,2704,"fail",8,"c","L1","D","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2705",2705,2705,"pass",8,"e","L2","C","V3","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2706",2706,2706,"fail",4,"c","L2","D","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2707",2707,2707,"fail",4,"c","L1","A","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2708",2708,2708,"pass",8,"c","L3","B","V4","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2709",2709,2709,"fail",6,"f","L2","A","V4","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2710",2710,2710,"fail",4,"d","L4","B","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2711",2711,2711,"pass",4,"f","L3","B","V4","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2712",2712,2712,"pass",6,"f","L2","B","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2713",2713,2713,"fail",4,"c","L1","C","V5","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"2714",2714,2714,"fail",6,"f","L4","C","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2715",2715,2715,"fail",4,"a","L2","B","V5","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"2716",2716,2716,"pass",4,"f","L3","D","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"2717",2717,2717,"fail",6,"a","L2","C","V6","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2718",2718,2718,"fail",4,"f","L2","A","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"2719",2719,2719,"fail",8,"c","L2","B","V6","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2720",2720,2720,"pass",8,"a","L4","B","V4","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD2","LD1","pass","pass","pass","pass"
"2721",2721,2721,"fail",4,"a","L4","C","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2722",2722,2722,"fail",4,"g","L4","D","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2723",2723,2723,"pass",6,"c","L3","C","V6","gasoline","high","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD2","LD1","fail","pass","fail","pass"
"2724",2724,2724,"fail",4,"d","L4","A","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2725",2725,2725,"pass",8,"c","L1","C","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"2726",2726,2726,"pass",6,"f","L3","B","V3","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"2727",2727,2727,"pass",4,"c","L1","B","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"2728",2728,2728,"pass",4,"c","L1","A","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2729",2729,2729,"pass",4,"a","L2","C","V4","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD2","LD1","pass","pass","pass","pass"
"2730",2730,2730,"pass",8,"g","L1","C","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2731",2731,2731,"pass",6,"f","L4","A","V3","petrol","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2732",2732,2732,"fail",6,"c","L2","B","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2733",2733,2733,"pass",8,"c","L2","B","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2734",2734,2734,"fail",4,"c","L2","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2735",2735,2735,"pass",8,"d","L3","B","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"2736",2736,2736,"pass",6,"c","L1","C","V2","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2737",2737,2737,"fail",8,"g","L2","B","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2738",2738,2738,"fail",4,"c","L3","D","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2739",2739,2739,"fail",4,"c","L4","A","V2","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"2740",2740,2740,"pass",8,"d","L1","A","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","fail","pass","fail","pass"
"2741",2741,2741,"pass",4,"f","L3","A","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2742",2742,2742,"pass",8,"g","L4","B","V4","gasoline","high","SOHC","inline","No","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2743",2743,2743,"pass",8,"c","L2","C","V3","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2744",2744,2744,"pass",4,"f","L1","A","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2745",2745,2745,"pass",4,"f","L1","A","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2746",2746,2746,"fail",8,"c","L2","C","V2","gasoline","high","SOHC","V","Yes","No","Yes","Yes","Roller","high","linear","high","high","CD2","LD2","pass","fail","pass","fail"
"2747",2747,2747,"fail",4,"g","L1","D","V4","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2748",2748,2748,"fail",4,"f","L2","C","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"2749",2749,2749,"fail",6,"a","L2","A","V3","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2750",2750,2750,"fail",8,"c","L3","A","V2","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD2","LD1","pass","fail","pass","fail"
"2751",2751,2751,"pass",4,"c","L4","D","V5","gasoline","high","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2752",2752,2752,"fail",6,"c","L1","B","V5","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2753",2753,2753,"pass",4,"c","L3","B","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","pass","pass","pass","pass"
"2754",2754,2754,"pass",6,"c","L3","A","V2","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD2","LD1","pass","fail","pass","fail"
"2755",2755,2755,"pass",4,"f","L2","A","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"2756",2756,2756,"pass",4,"f","L1","D","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2757",2757,2757,"fail",8,"d","L3","D","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"2758",2758,2758,"fail",8,"c","L2","B","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"2759",2759,2759,"fail",8,"c","L2","B","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2760",2760,2760,"pass",4,"f","L3","B","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2761",2761,2761,"pass",4,"a","L4","A","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2762",2762,2762,"fail",4,"c","L4","B","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2763",2763,2763,"fail",6,"c","L2","C","V5","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2764",2764,2764,"pass",4,"e","L3","C","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"2765",2765,2765,"pass",4,"c","L4","D","V2","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"2766",2766,2766,"fail",4,"c","L4","B","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"2767",2767,2767,"pass",6,"a","L4","A","V2","gasoline","low","SOHC","V","Yes","Yes","Yes","No","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"2768",2768,2768,"pass",8,"c","L3","B","V6","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2769",2769,2769,"fail",8,"d","L2","B","V6","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2770",2770,2770,"fail",4,"c","L3","C","V3","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD1","LD1","fail","pass","fail","pass"
"2771",2771,2771,"pass",8,"c","L2","D","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","fail","pass","fail","pass"
"2772",2772,2772,"fail",4,"f","L3","D","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2773",2773,2773,"fail",8,"c","L2","B","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"2774",2774,2774,"pass",6,"c","L1","D","V1","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","low","CD2","LD1","pass","fail","pass","fail"
"2775",2775,2775,"fail",6,"c","L2","B","V4","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"2776",2776,2776,"pass",8,"c","L4","D","V1","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"2777",2777,2777,"pass",8,"c","L3","B","V6","petrol","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"2778",2778,2778,"pass",8,"g","L4","D","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2779",2779,2779,"pass",8,"c","L4","B","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2780",2780,2780,"pass",4,"f","L3","A","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2781",2781,2781,"pass",4,"b","L2","B","V3","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"2782",2782,2782,"pass",8,"c","L3","A","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","pass","fail","pass","fail"
"2783",2783,2783,"pass",4,"c","L2","C","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","pass","pass","pass","pass"
"2784",2784,2784,"pass",4,"f","L1","A","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"2785",2785,2785,"pass",6,"f","L4","D","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
